id,team_id,member_id,position
eef6d536-09e5-11ee-92bb-e86a648f7f2f,91a292b3-09e5-11ee-8245-e86a648f7f2f,f4c8ef12-09e4-11ee-a0eb-e86a648f7f2f,b2bfc92c-09e5-11ee-9357-e86a648f7f2f
eef7a297-09e5-11ee-b8e4-e86a648f7f2f,91a292b3-09e5-11ee-8245-e86a648f7f2f,f83d13a8-09e4-11ee-a61f-e86a648f7f2f,b2c229e2-09e5-11ee-80d7-e86a648f7f2f
eef86ec6-09e5-11ee-a628-e86a648f7f2f,91a292b3-09e5-11ee-8245-e86a648f7f2f,f7cff578-09e4-11ee-8000-e86a648f7f2f,b2c229e2-09e5-11ee-80d7-e86a648f7f2f
eef9736c-09e5-11ee-98e5-e86a648f7f2f,91a37c58-09e5-11ee-b7e7-e86a648f7f2f,f764838e-09e4-11ee-853f-e86a648f7f2f,b2c16322-09e5-11ee-9809-e86a648f7f2f
eefa389e-09e5-11ee-9b2b-e86a648f7f2f,91a37c58-09e5-11ee-b7e7-e86a648f7f2f,f92dbf33-09e4-11ee-ab0a-e86a648f7f2f,b2bfc92c-09e5-11ee-9357-e86a648f7f2f
eefaf67d-09e5-11ee-ae1b-e86a648f7f2f,91a37c58-09e5-11ee-b7e7-e86a648f7f2f,f3d0f941-09e4-11ee-a4a6-e86a648f7f2f,b2c09587-09e5-11ee-9293-e86a648f7f2f
eefb83e7-09e5-11ee-ba16-e86a648f7f2f,91a37c58-09e5-11ee-b7e7-e86a648f7f2f,f83d13a8-09e4-11ee-a61f-e86a648f7f2f,b2bfc92c-09e5-11ee-9357-e86a648f7f2f
eefc1392-09e5-11ee-bcb5-e86a648f7f2f,91a37c58-09e5-11ee-b7e7-e86a648f7f2f,f6f58698-09e4-11ee-8bb1-e86a648f7f2f,b2c229e2-09e5-11ee-80d7-e86a648f7f2f
eefcb669-09e5-11ee-bfe7-e86a648f7f2f,91a37c58-09e5-11ee-b7e7-e86a648f7f2f,f79b1716-09e4-11ee-aa0f-e86a648f7f2f,b2c16322-09e5-11ee-9809-e86a648f7f2f
eefd7295-09e5-11ee-a883-e86a648f7f2f,91a37c58-09e5-11ee-b7e7-e86a648f7f2f,f619ffe6-09e4-11ee-bfdc-e86a648f7f2f,b2c229e2-09e5-11ee-80d7-e86a648f7f2f
eefdfba9-09e5-11ee-bdb2-e86a648f7f2f,91a37c58-09e5-11ee-b7e7-e86a648f7f2f,f2378d15-09e4-11ee-a803-e86a648f7f2f,b2bfc92c-09e5-11ee-9357-e86a648f7f2f
eefeceea-09e5-11ee-bf6e-e86a648f7f2f,91a4542b-09e5-11ee-9a89-e86a648f7f2f,f2ddc5c0-09e4-11ee-b733-e86a648f7f2f,b2bfc92c-09e5-11ee-9357-e86a648f7f2f
eeff82c8-09e5-11ee-bc09-e86a648f7f2f,91a4542b-09e5-11ee-9a89-e86a648f7f2f,f99c01c7-09e4-11ee-9801-e86a648f7f2f,b2c229e2-09e5-11ee-80d7-e86a648f7f2f
ef0035eb-09e5-11ee-a810-e86a648f7f2f,91a4542b-09e5-11ee-9a89-e86a648f7f2f,f72e3107-09e4-11ee-bf7e-e86a648f7f2f,b2c09587-09e5-11ee-9293-e86a648f7f2f
ef00d04a-09e5-11ee-bf5a-e86a648f7f2f,91a4542b-09e5-11ee-9a89-e86a648f7f2f,f686c16c-09e4-11ee-9881-e86a648f7f2f,b2c229e2-09e5-11ee-80d7-e86a648f7f2f
ef01736c-09e5-11ee-ac9d-e86a648f7f2f,91a4542b-09e5-11ee-9a89-e86a648f7f2f,f961f587-09e4-11ee-9990-e86a648f7f2f,b2c16322-09e5-11ee-9809-e86a648f7f2f
ef020c84-09e5-11ee-b6c1-e86a648f7f2f,91a4542b-09e5-11ee-9a89-e86a648f7f2f,f8f76fe4-09e4-11ee-852f-e86a648f7f2f,b2bfc92c-09e5-11ee-9357-e86a648f7f2f
ef028de7-09e5-11ee-bb3e-e86a648f7f2f,91a4542b-09e5-11ee-9a89-e86a648f7f2f,f79b1716-09e4-11ee-aa0f-e86a648f7f2f,b2c229e2-09e5-11ee-80d7-e86a648f7f2f
ef030f0c-09e5-11ee-841b-e86a648f7f2f,91a4542b-09e5-11ee-9a89-e86a648f7f2f,f451264f-09e4-11ee-9946-e86a648f7f2f,b2c229e2-09e5-11ee-80d7-e86a648f7f2f
ef039004-09e5-11ee-9272-e86a648f7f2f,91a4542b-09e5-11ee-9a89-e86a648f7f2f,f619ffe6-09e4-11ee-bfdc-e86a648f7f2f,b2c16322-09e5-11ee-9809-e86a648f7f2f
